cell_id,shop_density_km2,brand_ratio
r0033_c0636,0.0,0.0
r0033_c0637,0.0,0.0
r0034_c0589,0.0,0.0
r0034_c0590,0.0,0.0
r0034_c0626,0.0,0.0
r0034_c0627,0.0,0.0
r0034_c0629,0.0,0.0
r0034_c0636,0.0,0.0
r0034_c0693,0.0,0.0
r0034_c0694,0.0,0.0
r0034_c0695,0.0,0.0
r0035_c0595,0.0,0.0
r0035_c0596,0.0,0.0
r0035_c0635,0.0,0.0
r0035_c0636,0.0,0.0
r0035_c0639,0.0,0.0
r0035_c0640,0.0,0.0
r0035_c0694,0.0,0.0
r0035_c0695,0.0,0.0
r0035_c0696,0.0,0.0
r0035_c0697,0.0,0.0
r0035_c0698,0.0,0.0
r0036_c0564,0.0,0.0
r0036_c0565,0.0,0.0
r0036_c0595,0.0,0.0
r0036_c0617,0.0,0.0
r0036_c0625,0.0,0.0
r0036_c0626,0.0,0.0
r0036_c0634,0.0,0.0
r0036_c0639,0.0,0.0
r0036_c0640,0.0,0.0
r0036_c0694,0.0,0.0
r0036_c0695,0.0,0.0
r0036_c0696,0.0,0.0
r0036_c0697,0.0,0.0
r0036_c0698,0.0,0.0
r0036_c0703,0.0,0.0
r0036_c0704,0.0,0.0
r0037_c0586,0.0,0.0
r0037_c0617,0.0,0.0
r0037_c0625,0.0,0.0
r0037_c0633,0.0,0.0
r0037_c0634,0.0,0.0
r0037_c0640,0.0,0.0
r0037_c0693,0.0,0.0
r0037_c0694,0.0,0.0
r0037_c0695,0.0,0.0
r0037_c0696,0.0,0.0
r0037_c0697,0.0,0.0
r0037_c0698,0.0,0.0
r0037_c0702,0.0,0.0
r0037_c0704,0.0,0.0
r0038_c0585,0.0,0.0
r0038_c0627,0.0,0.0
r0038_c0628,0.0,0.0
r0038_c0633,0.0,0.0
r0038_c0693,0.0,0.0
r0038_c0694,0.0,0.0
r0038_c0695,0.0,0.0
r0038_c0696,0.0,0.0
r0038_c0697,0.0,0.0
r0038_c0698,0.0,0.0
r0038_c0703,0.0,0.0
r0038_c0714,0.0,0.0
r0039_c0585,0.0,0.0
r0039_c0586,0.0,0.0
r0039_c0611,0.0,0.0
r0039_c0612,0.0,0.0
r0039_c0625,0.0,0.0
r0039_c0627,0.0,0.0
r0039_c0628,0.0,0.0
r0039_c0632,0.0,0.0
r0039_c0693,0.0,0.0
r0039_c0694,0.0,0.0
r0039_c0695,0.0,0.0
r0039_c0696,0.0,0.0
r0039_c0697,0.0,0.0
r0039_c0698,0.0,0.0
r0040_c0626,0.0,0.0
r0040_c0627,0.0,0.0
r0040_c0628,0.0,0.0
r0040_c0629,0.0,0.0
r0040_c0630,0.0,0.0
r0040_c0631,0.0,0.0
r0040_c0632,0.0,0.0
r0040_c0692,0.0,0.0
r0040_c0693,0.0,0.0
r0040_c0694,0.0,0.0
r0040_c0695,0.0,0.0
r0040_c0696,0.0,0.0
r0040_c0707,0.0,0.0
r0041_c0611,0.0,0.0
r0041_c0612,0.0,0.0
r0041_c0626,0.0,0.0
r0041_c0627,0.0,0.0
r0041_c0629,0.0,0.0
r0041_c0630,0.0,0.0
r0041_c0631,0.0,0.0
r0041_c0632,0.0,0.0
r0041_c0633,0.0,0.0
r0041_c0675,0.0,0.0
r0041_c0692,44.44,0.0
r0041_c0693,133.33,0.3333
r0041_c0694,0.0,0.0
r0041_c0695,0.0,0.0
r0041_c0696,0.0,0.0
r0042_c0623,0.0,0.0
r0042_c0625,0.0,0.0
r0042_c0626,0.0,0.0
r0042_c0628,0.0,0.0
r0042_c0629,0.0,0.0
r0042_c0630,0.0,0.0
r0042_c0631,0.0,0.0
r0042_c0632,0.0,0.0
r0042_c0633,44.44,0.0
r0042_c0634,0.0,0.0
r0042_c0673,0.0,0.0
r0042_c0689,0.0,0.0
r0042_c0690,44.44,0.0
r0042_c0691,0.0,0.0
r0042_c0692,0.0,0.0
r0042_c0693,266.67,0.0
r0042_c0694,0.0,0.0
r0042_c0695,0.0,0.0
r0042_c0696,0.0,0.0
r0042_c0697,0.0,0.0
