cell_id,avg_floors,avg_yearbuilt,total_bldg_area,building_count
r0041_c0030,6.1,1887,1166867.0,19.0
r0041_c0031,7.5,1891,1277165.0,20.0
r0041_c0032,11.2,1916,996334.0,4.0
r0041_c0033,3.0,1902,92000.0,2.0
r0041_c0034,21.9,1932,2703423.0,8.0
r0041_c0035,7.0,1922,1386658.0,35.0
r0041_c0036,5.6,1926,724197.0,46.0
r0041_c0037,6.5,1926,1076248.0,39.0
r0041_c0038,5.0,1921,758845.0,46.0
r0041_c0039,4.8,1932,250346.0,9.0
r0041_c0040,18.3,1970,1498860.0,5.0
r0042_c0022,9.8,1937,1250359.0,5.0
r0042_c0023,4.6,1941,504799.0,13.0
r0042_c0024,4.2,1906,698574.0,26.0
r0042_c0025,3.7,1887,459736.0,66.0
r0042_c0026,4.2,1906,426890.0,57.0
r0042_c0027,4.8,1912,692787.0,63.0
r0042_c0028,5.4,1914,868587.0,39.0
r0042_c0029,9.3,1937,1100665.0,27.0
r0042_c0030,14.4,1937,1392771.0,20.0
r0042_c0031,11.4,1926,1955675.0,28.0
r0042_c0032,9.3,1891,1720486.0,29.0
r0042_c0033,11.6,1908,1298514.0,14.0
r0042_c0034,14.1,1930,1859045.0,14.0
r0042_c0035,11.9,1930,1373982.0,21.0
r0042_c0036,5.5,1920,647367.0,60.0
r0042_c0037,5.8,1924,519052.0,35.0
r0042_c0038,4.8,1911,660352.0,65.0
r0042_c0039,4.3,1911,348406.0,33.0
r0042_c0040,8.2,1935,1034768.0,24.0
r0042_c0041,17.0,1942,3214211.0,14.0
r0043_c0022,13.2,1993,1458408.0,10.0
r0043_c0023,5.6,1908,661069.0,45.0
r0043_c0024,4.4,1875,489036.0,29.0
r0043_c0025,4.2,1876,581615.0,58.0
r0043_c0026,4.9,1882,762525.0,54.0
r0043_c0027,4.8,1920,647747.0,31.0
r0043_c0028,6.9,1926,1551257.0,26.0
r0043_c0029,10.0,1924,1614526.0,27.0
r0043_c0030,9.6,1923,1675777.0,40.0
r0043_c0031,12.0,1914,1623276.0,20.0
r0043_c0032,8.9,1917,1555858.0,40.0
r0043_c0033,11.2,1906,1575670.0,27.0
r0043_c0034,15.4,1938,1869825.0,25.0
r0043_c0035,11.2,1925,1499002.0,27.0
r0043_c0036,7.2,1923,1452648.0,46.0
r0043_c0037,10.3,1930,2022623.0,18.0
r0043_c0038,7.6,1925,1071207.0,31.0
r0043_c0039,6.3,1926,1236693.0,37.0
r0043_c0040,6.2,1924,482064.0,13.0
r0043_c0041,4.0,1950,180236.0,3.0
r0043_c0042,32.2,1985,1828071.0,7.0
r0044_c0021,10.0,2004,1500.0,1.0
r0044_c0022,5.8,1946,865325.0,20.0
r0044_c0023,4.5,1900,442649.0,18.0
r0044_c0024,4.4,1863,495884.0,74.0
r0044_c0025,4.9,1882,363995.0,38.0
r0044_c0026,11.7,1935,1275106.0,11.0
r0044_c0027,4.4,1917,194360.0,11.0
r0044_c0028,6.3,1930,814060.0,25.0
r0044_c0029,8.3,1943,1146367.0,15.0
r0044_c0030,12.6,1923,2058544.0,31.0
r0044_c0031,8.0,1931,1123521.0,49.0
r0044_c0032,8.8,1935,1094724.0,30.0
r0044_c0033,8.9,1915,921127.0,25.0
r0044_c0034,14.2,1939,1994962.0,26.0
r0044_c0035,13.3,1926,2000231.0,27.0
r0044_c0036,20.8,1939,2118322.0,6.0
r0044_c0037,14.6,1942,2212896.0,17.0
r0044_c0038,8.9,1930,1607005.0,36.0
r0044_c0039,6.8,1922,1053598.0,36.0
r0044_c0040,6.8,1947,295796.0,11.0
r0044_c0041,14.6,1938,1119398.0,13.0
r0044_c0042,8.8,1935,569734.0,4.0
r0045_c0022,7.4,1951,1085137.0,17.0
r0045_c0023,5.6,1939,646661.0,23.0
r0045_c0024,4.7,1883,868030.0,36.0
r0045_c0025,5.5,1912,1444670.0,38.0
r0045_c0026,10.3,1941,455063.0,6.0
r0045_c0028,7.5,1923,864027.0,14.0
r0045_c0029,12.6,1960,1867714.0,15.0
r0045_c0030,10.4,1934,1815472.0,26.0
r0045_c0031,12.9,1934,2193801.0,24.0
r0045_c0032,10.8,1925,1265076.0,21.0
r0045_c0033,13.2,1918,2445310.0,28.0
r0045_c0034,12.3,1922,1136294.0,12.0
r0045_c0035,12.7,1922,1317635.0,16.0
r0045_c0036,12.0,1935,1555503.0,23.0
r0045_c0037,6.3,1881,957413.0,41.0
r0045_c0038,6.1,1891,1115733.0,61.0
r0045_c0039,7.1,1919,875590.0,35.0
r0045_c0040,9.3,1931,1478498.0,22.0
r0045_c0041,15.1,1946,1769885.0,13.0
r0045_c0042,28.0,1967,1526294.0,4.0
r0045_c0043,1.0,,74550.0,3.0
r0046_c0022,11.5,1991,111852.0,5.0
r0046_c0023,6.1,1958,1025199.0,16.0
r0046_c0024,4.8,1937,703762.0,29.0
r0046_c0025,14.0,1957,1347096.0,9.0
r0046_c0026,3.0,1950,103085.0,2.0
r0046_c0028,5.0,1913,263527.0,29.0
r0046_c0029,8.4,1924,1269600.0,33.0
r0046_c0030,8.5,1928,1073632.0,16.0
r0046_c0031,14.0,1932,2248293.0,11.0
r0046_c0032,11.2,1949,2026184.0,8.0
r0046_c0033,9.3,1928,1885984.0,21.0
r0046_c0034,16.3,1929,3816962.0,12.0
r0046_c0035,10.3,1924,1898925.0,21.0
r0046_c0036,9.8,1926,1480072.0,16.0
r0046_c0037,9.0,1934,890019.0,24.0
r0046_c0038,6.7,1896,1182657.0,51.0
r0046_c0039,7.9,1924,1483579.0,44.0
